Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-01 00:00:00-04:00,169.04617404607063,170.21455610849597,168.40705868104195,169.35574340820312,52472900,0.0,0.0
2023-05-02 00:00:00-04:00,169.85505198266708,170.11470259826532,167.30857123578147,168.30718994140625,48425700,0.0,0.0
2023-05-03 00:00:00-04:00,169.26587567909357,170.68391245507726,166.9291114949111,167.2187042236328,65136000,0.0,0.0
2023-05-04 00:00:00-04:00,164.66223863513403,166.80926276854075,164.08303795427128,165.5609893798828,81235400,0.0,0.0
2023-05-05 00:00:00-04:00,170.74382712492732,174.05924864080583,170.52412978410584,173.33026123046875,113316400,0.0,0.0
2023-05-08 00:00:00-04:00,172.24175011249318,173.60986810110467,171.87226606740936,173.26034545898438,55962800,0.0,0.0
2023-05-09 00:00:00-04:00,172.81097613044236,173.3002895612627,171.36298200392997,171.53274536132812,45326900,0.0,0.0
2023-05-10 00:00:00-04:00,172.7810193066126,173.78961875220264,171.66255595199104,173.3202667236328,53724500,0.0,0.0
2023-05-11 00:00:00-04:00,173.60987773683433,174.34884586801633,171.93219029433865,173.510009765625,49514700,0.0,0.0
2023-05-12 00:00:00-04:00,173.6199951171875,174.05999755859375,171.0,172.57000732421875,45497800,0.24,0.0
2023-05-15 00:00:00-04:00,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,37266700,0.0,0.0
2023-05-16 00:00:00-04:00,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,42110300,0.0,0.0
2023-05-17 00:00:00-04:00,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,57951600,0.0,0.0
2023-05-18 00:00:00-04:00,173.0,175.24000549316406,172.5800018310547,175.0500030517578,65496700,0.0,0.0
2023-05-19 00:00:00-04:00,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,55772400,0.0,0.0
2023-05-22 00:00:00-04:00,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,43570900,0.0,0.0
2023-05-23 00:00:00-04:00,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,50747300,0.0,0.0
2023-05-24 00:00:00-04:00,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,45143500,0.0,0.0
2023-05-25 00:00:00-04:00,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,56058300,0.0,0.0
2023-05-26 00:00:00-04:00,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,54835000,0.0,0.0
2023-05-30 00:00:00-04:00,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,55964400,0.0,0.0
2023-05-31 00:00:00-04:00,177.3300018310547,179.35000610351562,176.75999450683594,177.25,99625300,0.0,0.0
2023-06-01 00:00:00-04:00,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,68901800,0.0,0.0
2023-06-02 00:00:00-04:00,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,61945900,0.0,0.0
2023-06-05 00:00:00-04:00,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,121946500,0.0,0.0
2023-06-06 00:00:00-04:00,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,64848400,0.0,0.0
2023-06-07 00:00:00-04:00,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,61944600,0.0,0.0
2023-06-08 00:00:00-04:00,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,50214900,0.0,0.0
2023-06-09 00:00:00-04:00,181.5,182.22999572753906,180.6300048828125,180.9600067138672,48870700,0.0,0.0
2023-06-12 00:00:00-04:00,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,54274900,0.0,0.0
2023-06-13 00:00:00-04:00,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,54929100,0.0,0.0
